id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,direct_freekicks_order,value_season,bonus,starts_per_90,cost_change_start,news_added,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,corners_and_indirect_freekicks_order,ep_next,event_points,web_name,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,news,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,total_points,in_dreamteam,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank
715,Mateus Cardoso Lemos Martins,49,MID,Leicester,0.0,139,0.03,0.26,295,1,0,159,25252,0.1,,5.5,1,1.11,-6,,13.22,6,1.63,0,109.0,194,84.0,0,,0.5,0,Tetê,98.7,368,0.0,291,1.73,0,a,144,0,0,15,,0.24,0,169,167,,403,,28.8,0.4,0,1.99,,9,2.1,732,27,False,357,503,0.21,265,0.4,29531,90,1.84,0.1,173,117,0,247
727,Harry Souttar,45,DEF,Leicester,0.09,111,0.01,0.10,377,0,0,134,6995,0.3,,4.4,0,1.0,0,2023-03-27T10:30:09.708893Z,18.81,0,1.71,0,65.0,193,242.6,0,,1.8,0,Souttar,38.9,342,0.0,384,1.47,1,a,74,0,2,19,,0.14,1,75,120,100.0,275,,34.6,1.4,0,1.57,100.0,11,1.7,991,20,False,230,516,0.13,326,1.4,11306,151,1.73,0.1,105,135,1,365
735,Wanya Marçal-Madivadua,45,MID,Leicester,0.0,277,0.0,0.00,714,0,0,285,209,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,315,0.0,0,,0.0,0,Marçal-Madivadua,0.0,704,0.0,699,0.00,0,a,229,0,0,0,,0.0,0,249,283,,700,,0.0,0.0,0,0.00,,0,0.0,0,0,False,650,749,0.0,683,0.0,289,0,0.0,0.0,280,293,0,407
221,Liam Cooper,44,DEF,Leeds,0.13,45,0.02,0.31,375,1,0,117,17632,0.0,,7.0,1,1.01,-1,2023-04-30T20:30:07.390331Z,26.08,1,1.65,0,145.0,187,309.8,0,,0.0,-1,Cooper,65.2,271,0.0,344,0.90,0,a,91,0,5,32,,0.08,0,262,92,100.0,214,,51.7,-0.2,0,1.21,100.0,16,1.7,1425,31,False,778,509,0.06,221,-0.2,14344,238,2.02,0.1,81,133,2,476
222,Luke Ayling,45,DEF,Leeds,0.13,17,0.1,2.24,319,2,0,39,59610,0.5,,13.1,4,0.97,0,2022-07-05T15:30:04.180211Z,42.12,0,1.85,0,264.0,125,451.8,0,,2.8,0,Ayling,209.3,144,0.0,171,2.93,0,a,61,0,3,48,,0.23,1,42,29,100.0,135,,92.8,2.2,1,5.17,100.0,22,2.0,2048,59,False,143,335,0.13,144,2.2,82527,336,2.11,0.3,45,120,3,344
223,Mateusz Klich,46,MID,Leeds,0.0,177,0.07,0.22,537,0,0,174,14400,0.0,,2.6,0,0.0,-4,2023-01-14T20:36:08.203927Z,4.99,4,1.69,0,50.0,207,39.6,0,,0.0,0,Klich,69.3,421,0.0,334,0.16,0,u,198,0,2,5,Transferred to DC United,0.12,0,284,190,0.0,453,,15.2,0.0,0,0.38,0.0,0,0.9,266,12,False,697,539,0.05,360,0.0,5483,43,1.69,0.0,198,253,0,326
224,Adam Forshaw,44,MID,Leeds,0.0,243,0.12,0.65,448,0,0,183,9557,0.4,,3.6,0,0.95,-1,2023-01-07T00:00:07.118113Z,11.94,1,2.27,0,0.0,225,49.6,0,,1.5,2,Forshaw,62.0,439,0.0,351,0.03,0,a,278,0,0,13,,0.13,0,100,198,100.0,440,,11.3,1.6,0,0.68,100.0,5,1.3,473,16,False,214,565,0.01,617,1.6,5411,78,2.47,0.0,193,197,0,478
225,Rodrigo Moreno,63,MID,Leeds,0.23,13,0.06,1.24,50,13,0,100,4737677,0.6,2.0,20.2,6,1.07,3,2023-05-21T21:00:08.828817Z,36.79,-3,1.72,0,853.0,27,577.6,0,,3.2,2,Rodrigo,241.1,50,0.0,147,8.04,0,d,30,0,6,43,Foot injury - 75% chance of playing,0.44,2,33,37,75.0,84,4.0,166.5,3.8,3,9.28,75.0,23,4.1,1928,127,False,63,88,0.38,24,2.8,4664500,368,2.01,4.1,38,24,5,58
226,Stuart Dallas,49,DEF,Leeds,0.0,259,0.0,0.00,757,0,0,259,3442,0.0,,0.0,0,0.0,-1,2022-07-05T15:30:04.195729Z,0.00,1,0.0,0,0.0,237,0.0,0,,0.0,0,Dallas,0.0,755,0.0,753,0.00,0,i,30,0,0,0,Leg injury - Unknown return date,0.0,0,252,259,0.0,754,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,721,658,0.0,746,0.0,2762,0,0.0,0.0,259,259,0,224
227,Patrick Bamford,71,FWD,Leeds,0.06,18,0.05,0.90,235,4,2,30,288276,0.3,,9.9,3,1.07,-4,2023-05-21T21:00:08.848106Z,27.99,4,1.67,0,588.0,48,252.2,0,,1.4,0,Bamford,171.6,127,0.0,203,8.51,0,d,16,0,3,31,Hamstring injury - 50% chance of playing,0.56,5,23,21,50.0,270,1.0,99.6,2.2,0,9.41,50.0,18,2.5,1510,70,False,152,286,0.51,47,1.1,190355,157,1.85,0.4,30,30,1,35
228,Diego Llorente,44,DEF,Leeds,0.14,136,0.0,0.03,315,0,0,163,50345,0.0,,3.6,2,0.97,-1,2023-01-31T23:13:19.522443Z,11.00,1,1.53,0,40.0,134,99.0,0,,0.0,0,Llorente,5.8,425,0.0,457,0.72,0,u,98,0,1,12,Season-long loan to Roma,0.1,0,230,152,0.0,380,,14.6,0.0,0,0.75,0.0,7,2.0,648,16,False,579,359,0.1,380,0.0,30610,115,1.67,0.2,147,116,1,488
229,Tyler Roberts,50,MID,Leeds,0.0,326,0.0,0.00,762,0,0,328,40,0.0,,0.0,0,0.0,0,2022-07-08T11:00:04.089064Z,0.00,0,0.0,0,0.0,331,0.0,0,,0.0,0,Roberts,0.0,761,0.0,759,0.00,0,u,109,0,0,0,Joined QPR on loan - Expected back 01 Jul,0.0,0,312,328,0.0,760,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,733,770,0.0,754,0.0,0,0,0.0,0.0,328,329,0,193
230,Robin Koch,45,DEF,Leeds,0.14,26,0.01,0.47,411,0,0,110,35724,0.0,,12.2,2,1.02,0,2023-01-18T23:30:08.296318Z,63.02,0,1.79,0,201.0,149,589.2,0,,0.2,0,Koch,72.9,159,0.0,329,1.59,1,a,73,0,7,74,,0.06,0,127,36,100.0,80,,86.3,0.2,0,2.06,100.0,36,1.5,3175,55,False,385,393,0.05,180,0.2,30772,447,2.1,0.2,21,148,5,364
232,Raphael Dias Belloli,70,MID,Leeds,0.0,338,0.0,0.00,777,0,0,338,12514,0.0,,0.0,0,0.0,0,2022-07-15T15:56:51.961298Z,0.00,0,0.0,0,0.0,168,0.0,0,,0.0,0,Raphinha,0.0,777,0.0,777,0.00,0,u,21,0,0,0,Transferred to Barcelona,0.0,0,337,338,0.0,777,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,773,458,0.0,777,0.0,0,0,0.0,0.1,338,338,0,42
233,Jack Harrison,57,MID,Leeds,0.2,43,0.17,5.06,85,5,0,17,1131164,0.6,5.0,23.5,15,1.13,-3,2022-12-22T16:00:08.108670Z,49.47,3,1.64,0,466.0,44,556.2,0,4.0,2.0,8,Harrison,791.5,42,0.0,20,5.44,1,a,46,0,2,55,,0.35,8,41,29,100.0,94,,181.2,3.2,2,10.50,100.0,34,3.7,2707,134,False,83,130,0.18,67,3.2,1164069,403,1.83,2.1,43,36,6,84
234,Jamie Shackleton,45,MID,Leeds,0.0,267,0.0,0.00,696,0,0,275,465,0.0,,0.0,0,0.0,0,2022-07-19T23:00:04.159636Z,0.00,0,0.0,0,0.0,314,0.0,0,,0.0,0,Shackleton,0.0,685,0.0,679,0.00,0,u,214,0,0,0,Joined Millwall on loan - Expected back 01 Jul,0.0,0,238,273,0.0,680,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,627,748,0.0,663,0.0,0,0,0.0,0.0,270,284,0,377
235,Pascal Struijk,45,DEF,Leeds,0.16,18,0.05,1.20,255,2,0,38,269277,0.1,,14.7,4,1.06,0,2023-02-08T23:00:08.866352Z,42.41,0,1.74,0,253.0,97,544.4,0,,0.8,-1,Struijk,216.2,122,0.0,167,1.35,0,a,78,0,5,52,,0.11,2,110,24,100.0,100,,101.5,0.4,0,2.55,100.0,26,2.3,2198,66,False,352,268,0.06,147,0.4,290060,423,2.13,0.5,33,95,4,378
236,Kristoffer Klaesson,38,GKP,Leeds,0.0,10,0.0,0.00,560,0,0,20,57527,0.0,,0.0,0,0.0,-2,,0.00,2,0.0,0,0.0,36,0.0,0,,0.0,0,Klaesson,0.0,546,0.0,521,0.00,0,a,83,0,0,0,,0.0,0,35,43,,542,,0.0,0.0,0,0.00,,0,0.0,0,0,False,421,231,0.0,484,0.0,78626,0,0.0,0.7,43,44,0,771
237,Sam Greenwood,41,FWD,Leeds,0.0,55,0.23,1.06,371,1,0,24,3465091,0.1,1.0,7.3,1,0.66,-4,,11.80,4,2.59,0,85.0,9,121.8,0,2.0,0.8,0,Greenwood,210.5,315,0.0,170,0.69,0,a,93,0,1,11,,0.38,2,44,46,,362,,41.6,0.6,1,1.75,,3,1.7,410,30,False,322,42,0.15,294,0.6,2428125,107,2.41,10.8,43,48,0,643
238,Illan Meslier,44,GKP,Leeds,0.15,1,0.0,0.01,204,0,0,75,405404,0.0,,20.5,8,1.0,-1,2022-12-20T01:00:07.283147Z,57.06,1,1.68,0,17.0,20,738.6,0,,0.2,0,Meslier,0.0,192,2.76,653,0.12,0,a,24,94,3,67,,0.0,0,27,9,100.0,36,,75.9,0.2,1,0.13,100.0,34,2.6,3060,90,False,383,146,0.0,429,0.2,311715,548,1.97,1.7,10,27,5,522
239,Junior Firpo Adames,45,DEF,Leeds,0.07,133,0.05,0.75,395,1,0,67,16221,0.1,,6.7,3,0.92,0,2023-05-13T14:30:08.426349Z,29.81,0,1.97,1,41.0,175,286.0,0,,0.5,0,Firpo,123.4,299,0.0,251,0.12,0,a,82,0,5,33,,0.06,2,111,102,100.0,234,,45.0,0.4,1,0.87,100.0,14,1.6,1364,30,False,353,471,0.01,375,0.4,19808,187,2.18,0.1,88,142,1,392
240,Crysencio Summerville,42,MID,Leeds,0.06,66,0.07,1.11,201,4,0,105,317220,0.1,,17.6,4,0.77,-3,2023-01-12T15:00:08.372389Z,28.93,3,1.85,0,357.0,83,311.8,0,5.0,0.8,0,Summerville,222.6,150,0.0,162,2.83,0,a,325,0,4,38,,0.25,4,153,90,100.0,213,,88.6,0.6,1,3.94,100.0,12,2.6,1411,74,False,324,254,0.18,104,0.6,348296,235,2.42,0.6,91,78,1,618
241,Lewis Bate,45,MID,Leeds,0.0,273,0.0,0.00,705,0,0,281,1473,0.0,,0.0,0,0.0,0,2022-08-04T13:22:00.438950Z,0.00,0,0.0,0,0.0,298,0.0,0,,0.0,0,Bate,0.0,694,0.0,689,0.00,0,u,225,0,0,0,Season-long loan to Oxford United,0.0,0,246,279,0.0,690,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,640,722,0.0,673,0.0,0,0,0.0,0.0,276,290,0,396
242,Joe Gelhardt,51,FWD,Leeds,0.0,52,0.18,0.40,455,0,0,56,86968,0.0,,3.9,0,0.45,-4,2023-01-29T17:45:09.186109Z,2.79,4,1.25,0,114.0,57,49.4,0,,0.0,0,Gelhardt,32.1,408,0.0,395,0.84,0,u,54,0,1,3,Season-long loan to Sunderland,0.56,2,83,54,0.0,441,,19.4,0.0,0,1.24,0.0,1,1.3,201,20,False,744,379,0.38,255,0.0,39656,44,1.34,0.2,55,59,0,182
243,Leo Fuhr Hjelde,39,DEF,Leeds,0.0,189,0.0,0.00,581,0,0,198,35464,0.0,,0.0,0,0.0,-1,2023-01-14T20:33:52.642215Z,0.00,1,0.0,0,0.0,142,0.0,0,,0.0,0,Hjelde,0.0,568,0.0,547,0.00,0,u,249,0,0,0,Season-long loan to  Rotherham United,0.0,0,153,200,0.0,564,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,446,373,0.0,511,0.0,24317,0,0.0,0.2,201,201,0,754
244,Rasmus Kristensen,47,DEF,Leeds,0.09,37,0.04,0.88,325,3,0,56,104583,0.4,,10.9,1,0.97,-3,2022-09-03T18:00:06.668437Z,40.63,3,1.87,0,160.0,111,474.4,0,,2.2,0,Kristensen,143.6,183,0.0,229,0.86,0,a,54,0,4,53,,0.08,1,60,46,100.0,125,,78.0,1.8,1,1.74,100.0,21,2.0,1957,51,False,190,300,0.04,207,1.8,73440,322,2.44,0.4,40,122,2,319
245,Marc Roca Junqué,48,MID,Leeds,0.08,71,0.1,2.49,292,1,0,52,24751,0.2,3.0,14.0,3,1.13,-2,2023-05-19T09:30:09.490090Z,46.60,2,1.81,0,323.0,175,433.6,0,1.0,1.0,0,Roca,475.8,93,0.0,63,2.10,0,a,172,0,7,60,,0.18,3,143,64,100.0,143,,123.1,0.8,0,4.59,100.0,29,2.1,2316,67,False,302,478,0.08,112,0.8,20707,357,2.33,0.1,61,115,2,287
246,Brenden Aaronson,53,MID,Leeds,0.19,48,0.1,2.51,264,1,0,28,293517,0.2,6.0,15.7,0,1.07,-2,,48.74,2,1.85,0,439.0,78,306.0,0,3.0,0.8,1,Aaronson,662.6,75,0.0,35,3.98,0,a,83,0,2,58,,0.25,4,148,54,,218,,141.1,0.8,0,6.49,,28,2.3,2365,83,False,310,243,0.15,74,0.8,239376,232,2.21,0.6,94,100,5,151
247,Darko Gyabi,42,MID,Leeds,0.0,205,0.0,0.00,481,0,0,237,23662,0.0,,0.2,0,0.0,-3,2023-05-24T21:30:09.332976Z,0.27,3,3.47,0,20.0,164,4.4,0,,0.0,0,Gyabi,0.5,490,0.0,493,0.06,0,i,328,0,0,0,International Duty - Expected back 12 Jun,0.77,0,200,219,0.0,507,,2.5,0.0,0,0.06,0.0,0,1.0,7,1,False,547,449,0.77,419,0.0,23288,7,0.0,0.1,228,212,0,622
506,Tyler Adams,49,MID,Leeds,0.21,199,0.04,1.05,328,0,0,80,34653,0.0,,9.6,1,1.0,-1,2023-03-16T00:30:09.208430Z,32.69,1,1.36,1,24.0,149,393.6,0,,0.0,0,Adams,328.9,197,0.0,109,0.11,0,i,139,0,4,36,Hamstring injury - Expected back 01 Jul,0.04,0,309,102,0.0,169,,74.9,0.0,0,1.16,0.0,24,2.0,2156,47,False,727,416,0.0,411,0.0,25400,290,1.5,0.1,69,129,5,240
508,Luis Sinisterra Lucumí,65,MID,Leeds,0.0,77,0.09,0.88,192,5,0,131,183517,0.0,,8.2,6,1.36,0,2023-04-26T08:00:09.461565Z,18.12,0,1.89,1,305.0,122,242.8,0,,0.0,0,Sinisterra,157.7,217,0.0,215,3.81,0,i,27,0,1,23,Ankle injury - Expected back 01 Jul,0.49,0,335,107,0.0,273,,70.6,0.0,2,4.69,0.0,13,2.8,863,53,False,770,350,0.4,120,0.0,177816,173,2.4,0.2,114,75,0,55
547,Cody Drameh,40,DEF,Leeds,0.0,203,0.01,0.01,470,0,0,168,16896,0.0,,0.2,0,1.29,0,2023-01-29T17:38:13.671291Z,1.40,0,1.8,0,0.0,158,12.8,0,,0.0,0,Drameh,2.7,499,0.0,465,0.00,0,u,198,0,0,3,Season-long loan to Luton Town,0.01,0,168,175,0.0,481,,1.6,0.0,0,0.01,0.0,1,1.0,70,1,False,479,423,0.0,546,0.0,10934,16,3.86,0.1,170,163,0,679
565,Archie Gray,45,MID,Leeds,0.0,310,0.0,0.00,746,0,0,315,10584,0.0,,0.0,0,0.0,0,2023-05-24T21:30:09.675356Z,0.00,0,0.0,0,0.0,217,0.0,0,,0.0,0,Gray,0.0,742,0.0,736,0.00,0,i,271,0,0,0,International Duty - Expected back 02 Jun,0.0,0,280,314,0.0,741,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,690,551,0.0,726,0.0,9027,0,0.0,0.0,314,318,0,462
578,Joel Robles,40,GKP,Leeds,0.0,31,0.0,0.01,349,0,0,40,6715,0.4,,1.8,0,1.0,0,,9.16,0,2.29,0,0.0,55,93.2,0,,1.5,1,Robles,0.0,451,4.0,555,0.00,0,a,36,16,1,11,,0.0,0,21,29,,388,,9.3,1.4,0,0.01,,4,1.8,360,7,False,228,464,0.0,520,1.4,9713,65,2.75,0.1,29,36,0,650
619,Wilfried Gnonto,47,FWD,Leeds,0.27,43,0.14,2.12,260,2,0,12,342756,0.3,,11.7,6,0.94,-3,2023-03-26T22:00:09.545708Z,25.22,3,1.69,0,253.0,37,264.8,0,,1.5,1,Gnonto,323.5,164,0.0,111,1.79,0,a,62,0,7,28,,0.26,4,28,29,100.0,259,,84.3,1.4,1,3.91,100.0,14,2.3,1346,55,False,234,221,0.12,148,1.4,412731,183,1.87,0.7,28,34,4,324
659,Mateo Joseph Fernández,45,FWD,Leeds,0.0,64,0.0,0.00,517,0,0,67,5297,0.0,,0.7,0,0.0,0,2023-05-24T21:30:09.744680Z,0.30,0,1.12,0,19.0,74,3.0,0,,0.0,0,Mateo Joseph,0.2,496,0.0,506,0.06,0,i,88,0,0,0,International Duty - Expected back 12 Jun,0.22,0,80,64,0.0,512,,2.2,0.0,0,0.06,0.0,0,1.0,24,3,False,693,568,0.22,423,0.0,6758,5,0.0,0.0,64,65,0,466
663,Sonny Perkins,45,FWD,Leeds,0.0,84,0.0,0.00,729,0,0,83,5188,0.0,,0.0,0,0.0,0,2023-02-03T14:00:09.872702Z,0.00,0,0.0,0,0.0,78,0.0,0,,0.0,0,Perkins,0.0,720,0.0,714,0.00,0,a,84,0,0,0,,0.0,0,76,84,100.0,718,,0.0,0.0,0,0.00,100.0,0,0.0,0,0,False,669,596,0.0,703,0.0,6294,0,0.0,0.0,83,84,0,434
691,Maximilian Wöber,44,DEF,Leeds,0.14,119,0.03,0.37,391,0,0,115,11994,0.1,4.0,5.7,2,1.0,-1,2023-04-26T08:00:09.849961Z,22.73,1,1.62,0,54.0,220,273.4,0,,0.8,-1,Wöber,65.8,324,0.0,342,0.77,0,a,112,0,3,23,,0.08,0,108,111,100.0,249,,39.5,0.4,0,1.14,100.0,14,1.6,1264,25,False,350,591,0.05,342,0.4,14072,195,1.64,0.0,95,140,2,506
700,Georginio Rutter,50,FWD,Leeds,0.0,60,0.08,0.23,435,0,0,54,7713,0.2,,3.0,0,0.34,-5,,5.68,5,1.94,0,41.0,84,36.2,0,,0.0,4,Rutter,38.3,438,0.0,386,0.41,0,a,58,0,0,9,,0.22,1,39,57,,456,,11.4,0.8,0,0.64,,1,1.4,263,15,False,308,629,0.14,377,0.8,9337,45,3.08,0.0,57,54,0,214
720,Weston McKennie,46,MID,Leeds,0.06,153,0.04,0.56,396,0,0,112,7952,0.5,,6.7,0,1.0,-4,,28.30,4,1.78,0,81.0,209,198.8,0,,2.5,1,McKennie,201.7,285,0.0,178,0.78,0,a,200,0,7,35,,0.09,1,67,127,,308,,48.3,2.2,0,1.34,,16,1.6,1434,31,False,146,541,0.05,302,2.2,11887,135,2.2,0.0,127,169,1,335
742,Jeremiah Chilokoa-Mullen,40,DEF,Leeds,0.0,211,0.0,0.00,626,0,0,217,1208,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,241,0.0,0,,0.0,0,Chilokoa-Mullen,0.0,612,0.0,593,0.00,0,a,208,0,0,0,,0.0,0,176,219,,608,,0.0,0.0,0,0.00,,0,0.0,0,0,False,494,668,0.0,561,0.0,1442,0,0.0,0.0,220,221,0,696
743,Diogo Pinheiro Monteiro,40,DEF,Leeds,0.0,217,0.0,0.00,633,0,0,223,1760,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,233,0.0,0,,0.0,0,Monteiro,0.0,619,0.0,601,0.00,0,a,214,0,0,0,,0.0,0,182,225,,615,,0.0,0.0,0,0.00,,0,0.0,0,0,False,502,648,0.0,569,0.0,2261,0,0.0,0.0,226,227,0,704
274,James Milner,44,MID,Liverpool,0.3,147,0.17,1.63,428,0,0,110,204040,0.2,,9.5,0,0.71,-1,2022-12-23T01:00:07.613356Z,13.56,1,1.37,0,92.0,80,172.8,0,4.0,1.8,2,Milner,207.2,289,0.0,175,0.40,0,a,276,0,2,12,,0.21,1,124,130,100.0,324,1.0,47.2,1.0,0,2.03,100.0,7,1.4,889,42,False,272,248,0.04,283,2.0,156314,187,1.21,0.6,132,187,3,470
275,Jordan Henderson,53,MID,Liverpool,0.35,116,0.16,3.59,331,0,0,47,150109,0.3,,13.0,0,1.0,-2,2023-05-05T14:00:09.401249Z,31.96,2,1.4,0,174.0,88,307.4,0,,3.0,1,Henderson,506.1,130,0.0,57,1.35,0,a,69,0,2,30,,0.22,3,93,81,100.0,216,,99.1,1.8,0,4.93,100.0,23,2.0,2060,69,False,200,266,0.06,196,2.8,69647,401,1.31,0.5,93,132,8,133
276,Joel Matip,59,DEF,Liverpool,0.25,87,0.08,0.93,216,1,0,127,303529,0.0,,6.1,4,0.99,-1,2022-10-11T22:30:06.763579Z,16.46,1,1.36,0,90.0,70,223.4,0,,1.0,0,Matip,49.5,336,0.0,370,0.87,1,a,7,0,3,20,,0.15,0,260,117,100.0,288,,36.2,0.0,1,1.80,100.0,12,2.6,1091,36,False,769,198,0.07,289,1.0,136871,216,1.65,0.9,113,77,3,72
277,Thiago Alcántara do Nascimento,51,MID,Liverpool,0.14,149,0.08,1.18,382,0,0,93,267515,0.0,,5.9,0,1.01,-4,2023-05-05T00:00:08.996180Z,21.41,4,1.54,0,86.0,79,244.4,0,,0.0,0,Thiago,265.8,246,0.0,134,0.46,0,i,94,0,2,23,Hip injury - Expected back 01 Jul,0.11,0,318,116,0.0,271,,59.8,0.0,0,1.64,0.0,14,1.7,1252,30,False,741,246,0.03,293,0.0,113597,194,1.65,0.6,113,163,2,168
278,Alex Oxlade-Chamberlain,49,MID,Liverpool,0.0,151,0.05,0.18,276,1,0,176,5400,0.0,,4.1,2,1.08,-1,2022-10-11T23:00:06.633516Z,6.64,1,1.8,0,84.0,257,72.4,0,,1.0,0,Chamberlain,66.3,397,0.0,340,1.27,0,a,125,0,0,7,,0.39,0,304,176,100.0,409,,22.3,0.0,0,1.45,100.0,4,2.2,332,20,False,720,641,0.34,296,1.0,4977,57,1.9,0.0,176,105,0,223
279,Roberto Firmino,80,FWD,Liverpool,0.3,12,0.16,2.16,43,11,0,13,1865138,0.2,,13.0,12,0.97,0,2023-04-21T13:30:07.898318Z,19.91,0,1.49,0,792.0,15,542.0,0,,2.4,5,Firmino,293.2,54,0.0,123,5.48,0,a,10,0,0,17,,0.57,4,25,12,100.0,101,,162.8,2.0,2,7.64,100.0,13,4.2,1202,104,False,175,102,0.41,27,3.0,1942888,447,1.27,3.2,9,9,4,15
280,Virgil van Dijk,66,DEF,Liverpool,0.35,5,0.03,1.09,57,3,0,68,2302625,0.7,,19.2,13,1.02,1,2023-01-06T22:30:07.357716Z,41.17,-1,1.31,0,389.0,13,743.2,0,,6.2,0,Van Dijk,121.0,87,0.0,257,2.50,0,a,4,0,3,36,,0.11,1,8,11,100.0,33,,125.4,4.3,3,3.59,100.0,32,4.0,2835,127,False,43,38,0.08,91,5.3,1780745,636,1.14,12.4,6,9,11,48
281,Alisson Ramses Becker,55,GKP,Liverpool,0.38,85,0.0,0.02,26,0,0,8,2415119,0.9,,29.5,15,1.0,0,2023-04-14T10:30:09.102204Z,50.02,0,1.35,0,0.0,3,966.4,1,,6.6,0,Alisson,10.1,137,2.89,449,0.00,0,a,1,107,1,43,,0.0,1,3,4,100.0,9,,97.6,4.7,1,0.02,100.0,37,4.4,3330,162,False,31,20,0.0,774,5.7,2149018,824,1.16,16.8,4,6,14,106
282,Fabio Henrique Tavares,52,MID,Liverpool,0.37,140,0.06,1.87,343,0,0,86,169205,0.5,,13.5,0,1.05,-3,2023-02-04T23:30:08.391451Z,39.21,3,1.32,0,109.0,72,379.2,0,,3.2,4,Fabinho,302.0,179,0.0,118,0.70,0,a,88,0,11,34,,0.08,2,61,98,100.0,182,3.0,79.0,2.5,0,2.57,100.0,31,1.9,2666,70,False,130,217,0.02,266,3.5,105719,394,1.15,0.8,75,141,11,159
283,Mohamed Salah,131,MID,Liverpool,0.36,1,0.19,7.03,5,19,2,13,8866317,0.6,2.0,18.2,23,1.01,1,,47.47,-1,1.3,0,1620.0,2,1046.2,0,,10.0,5,Salah,869.9,3,0.0,15,21.01,0,a,1,0,2,45,,0.76,13,1,1,,5,2.0,353.7,8.3,6,28.04,,37,6.3,3290,239,True,3,4,0.57,3,9.3,6974743,651,1.23,37.2,1,1,13,1
284,Andrew Robertson,68,DEF,Liverpool,0.31,23,0.23,6.69,95,0,0,3,2363739,0.4,,17.8,10,1.01,-2,2023-05-26T10:00:10.614068Z,36.59,2,1.28,0,211.0,22,549.2,0,2.0,3.2,0,Robertson,862.1,55,0.0,16,1.24,0,d,3,0,3,34,Groin Injury - 75% chance of playing,0.27,8,31,5,75.0,98,,162.3,2.7,1,7.93,75.0,29,3.6,2579,121,False,120,65,0.04,171,2.8,1782843,633,1.19,6.0,31,23,9,45
285,Trent Alexander-Arnold,78,DEF,Liverpool,0.31,19,0.29,9.26,42,2,0,2,6440473,0.8,1.0,20.0,21,1.05,3,2022-12-23T01:00:07.634178Z,43.10,-3,1.33,0,241.0,2,779.0,0,1.0,7.4,4,Alexander-Arnold,1168.2,21,0.0,5,2.36,0,a,1,0,5,44,,0.36,11,2,2,100.0,26,,219.0,6.0,4,11.62,100.0,34,4.2,2922,156,True,12,7,0.07,151,7.0,4236596,824,1.36,30.7,3,5,10,21
286,Joseph Gomez,43,DEF,Liverpool,0.49,143,0.04,0.67,129,0,0,129,568994,0.0,,15.8,8,0.92,-2,2023-02-22T01:00:08.250716Z,25.28,2,1.56,0,27.0,77,297.8,0,,1.0,0,Gomez,43.7,333,0.0,374,0.20,0,a,137,0,3,16,,0.05,0,223,115,100.0,227,,36.9,0.0,1,0.87,100.0,15,3.2,1461,68,False,563,214,0.01,399,1.0,588047,337,0.99,0.8,84,33,8,558
287,Naby Keita,47,MID,Liverpool,0.31,170,0.06,0.20,461,0,0,164,19011,0.0,,2.1,0,0.93,-3,2023-03-31T14:30:09.343563Z,4.06,3,1.26,0,54.0,210,23.8,0,,0.0,0,Keita,92.6,416,0.0,302,0.67,0,i,188,0,1,4,Lack of match fitness - Expected back 01 Jul,0.27,0,292,187,0.0,472,,16.9,0.0,0,0.87,0.0,3,1.2,290,10,False,707,543,0.21,345,0.0,10114,34,1.24,0.0,210,203,1,314
288,Diogo Teixeira da Silva,86,FWD,Liverpool,0.4,35,0.14,1.70,97,7,0,18,694434,0.4,,9.3,9,0.96,-4,2023-05-05T14:00:09.465844Z,17.76,4,1.42,0,337.0,21,304.2,0,,2.8,13,Diogo Jota,237.9,156,0.0,148,6.38,0,a,5,0,2,19,,0.65,4,9,27,100.0,222,,87.5,3.7,3,8.08,100.0,12,3.6,1125,80,False,66,133,0.51,108,4.7,845827,282,1.52,2.0,24,14,5,10
